Species_name,MGRS_10X10
Aquilegia vulgaris,30TTK75
Silene ciliata,30TTK75
Centaurea beltrani,31TCF26
Achillea ageratum,29SPC03
Calendula arvensis,29SQC04
Cytisus scoparius,30TUK66
Rapistrum rugosum,29SQC36
Lactuca virosa,30TTK66
Quercus suber,30SUJ21
Sideritis montana,31TCH13
Dianthus legionensis,30TTK75
Typha domingensis,29SQD00
Quercus faginea,29SPB01
Saponaria officinalis,30TTK56
Quercus pagoda,30TTK94
Quercus rubra,30TTK94
Narcissus serotinus,29SQD15
Dipcadi serotinum,29SQC39
Paspalum notatum,29SPD70
Bidens aurea,29SQD10
Verbena officinalis,29TQE16
Echinospartum ibericum,30TTK66
Vitis vinifera,30TVK78
Galium album,30TTK66
Ranunculus tripartitus,30TTK66
Gagea soleirolii,30TTK75
Galium spurium,29SNC55
Teucrium scorodonia,29SQC31
Silene gallica,29SQC44
Quercus faginea,30TWK58
Rumex bucephalophorus,29SQD44
Reseda media,29SQC18
Lamium bifidum,30TTK54
Quercus lyrata,30TTK94
Arisarum simorrhinum,29SPC94
Quercus pubescens,30TUN76
Panus neostrigosus,29SQD24
Quercus morisii,29SPC75
Cucumis melo,29SQD00
Quercus phellos,30TTK94
Quercus infectoria,29SPC94
Quercus rubra,30TTK94
Paronychia suffruticosa,30SVG40
Quercus falcata,30TTK94
Corrigiola telephiifolia,29SPD45
Cistus albidus,30SUH37
Avena barbata,29SQD39
Delphinium staphisagria,29SQC05
Lavandula pedunculata,29SQC15
Quercus lusitanica,29SNC37
Urtica urens,29SPC29
Quercus nigra,30TTK94
Quercus montana,30TTK94
Sanicula europaea,29TPE85
Ophioglossum lusitanicum,29SPD70
Blechnum spicant,29TPE85
Viola kitaibeliana,29SQC06
Quercus faginea,29SQC11
Digitalis thapsi,29SPC97
Quercus michauxii,30TTK94
Quercus suber,29SQC11
Potamogeton trichoides,29SQC41
Quercus petraea,30TTK94
Quercus shumardii,30TTK94
Quercus nigra,30TTK94
Scrophularia bourgaeana,30TTK66
Cupressus arizonica,30STJ84
Hyparrhenia hirta,29SNC06
Gymnadenia conopsea,30TYN33
Salix salviifolia,30TTK86
Rosa agrestis,30TTK75
Scorpiurus muricatus,30STH62
Biarum dispar,30TUK04
Ruta montana,29SQC05
Lobularia maritima,29SMC68
Phillyrea latifolia,29SPC97
Dryopteris dilatata,29TPE85
Linaria saxatilis,30TTK75
Stipa gigantea,30TUL71
Anthyllis cytisoides,30SVF96
Barbarea intermedia,29TQE13
Narcissus triandrus,30SUJ13
Linaria ricardoi,29SPB16
Narcissus bulbocodium,29SPC28
Sporobolus alopecuroides,29SPC68
Narcissus consolationis,30SUJ22
Trifolium arvense,30TTK66
Pulicaria odora,29SNB25
Dactylis glomerata,30TXL17
Cynara humilis,29SNB28
Cistus albidus,30SUJ13
Quercus faginea,29SND93
Clematis vitalba,31TCH22
Bryonia cretica,31TDG39
Solanum nigrum,29SQD00
Vulpia delicatula,30TTK75
Cystopteris dickieana,30TTK75
Petrorhagia nanteuilii,29SQC25
Ephedra distachya,30TUM83
Scilla monophyllos,29SPD66
Veronica persica,29SQB20
Cytisus striatus,29SQC31
Mercurialis annua,30STJ70
Eleocharis parvula,30TTK66
Anthoxanthum ovatum,29SQC49
Asplenium petrarchae,29SNB60
Quercus faginea,30STF76
Erodium cicutarium,29SQC50
Agrostis tenerrima,29TQE06
Clinopodium vulgare,30TTK55
Sesamoides interrupta,29TPE77
Narcissus flavus,29SPD80
Gagea durieui,30SUF76
Gagea elliptica,29SQC21
Cynara cardunculus,29SQC44
Linum strictum,29SQC36
Briza minor,30SUJ43
Narcissus rupicola,30TTK66
Buglossoides arvensis,30STH54
Ornithopus sativus,29SPD91
Glandora prostrata,29SQD03
Myosotis ramosissima,30TTK64
Thymus mastichina,29SQC04
Limonium sinuatum,29SQD00
Datura stramonium,29SPD81
Galega cirujanoi,29SPC98
Marrubium vulgare,30STJ76
Galega cirujanoi,29SPC98
Eucalyptus camaldulensis,29SPD70
Thymus mastichina,30TTK66
Cryptogramma crispa,30TTK75
Prospero autumnale,30SVG40
Clematis vitalba,30SVG40
Quercus rubra,30TTK94
Quercus faginea,29SNB34
Quercus palustris,30TTK94
Quercus bicolor,30TTK94
Quercus nigra,30TTK94
Trisetum flavescens,29TPH96
Linaria alpina,30TTK66
Prunus avium,29TPH96
Dioscorea communis,29SQC06
Tribulus terrestris,29SPD70
Senecio vulgaris,29SQC59
Teucrium pseudochamaepitys,29SPC98
Salix atrocinerea,29SQC41
Cytisus multiflorus,29SQD27
Narcissus flavus,29SPC97
Moricandia arvensis,30TTK45
Anacamptis morio,29SQC26
Ceratocapnos heterocarpa,29SPC97
Microthlaspi perfoliatum,29SQC24
Sagina apetala,29SQC31
Quercus faginea,30TWK76
Rumex crispus,29SQC14
Armeria transmontana,30TTK56
Baldellia ranunculoides,30STK82
Valerianella discoidea,29SPC58
Linum strictum,29SQC63
Verbascum giganteum,30STH69
Vincetoxicum nigrum,30TTK56
Agrostis castellana,30TTK55
Quercus pubescens,30TUN74
Dactylorhiza maculata,30TTK66
Acer opalus,30TYN32
Dianthus legionensis,30TTK75
Carex halleriana,30STK60
Aristolochia paucinervis,29SPC42
Erodium aethiopicum,30TTK64
Smilax aspera,29SPC94
Quercus laurifolia,30TTK94
Hypericum tomentosum,29SQD31
Quercus castaneifolia,30TWN69
Quercus pyrenaica,29SQC21
Solidago virgaurea,30TTK74
Quercus rubra,30TTK94
Quercus phellos,30TTK94
Quercus robur,31TDG71
Quercus coccinea,30TTK94
Quercus canariensis,29SQC06
Quercus phellos,30TTK94
Quercus petraea,30TTK94
Quercus rotundifolia,29SPC94
Lepidium graminifolium,29SQD11
Sporobolus indicus,30TTK64
Quercus robur,30TTK94
Phragmites australis,29SQD10
Nasturtium microphyllum,29SQD00
Cortaderia selloana,29SPD70
Linaria elegans,29TPE85
Trifolium angustifolium,29SQD20
Linum bienne,29SQD34
Juncus pygmaeus,30SUH09
Filago pygmaea,29SQD41
Symphytum tuberosum,30TTK64
Papaver hybridum,29SQD01
Vicia sativa,30STJ96
Luzula forsteri,29TPE66
Lupinus angustifolius,29SQC52
Anarrhinum bellidifolium,29SQC15
Ulex genistoides,29SNC34
Quercus macrocarpa,30TTK94
Silene gallica,29SQC31
Galium mollugo,30TTK73
Thapsia transtagana,29SQD26
Quercus phellos,30TTK94
Quercus infectoria,29SPB01
Quercus rotundifolia,29SQC41
Galium verrucosum,29SPC78
Iris planifolia,29SQD11
Asperula hirsuta,29SMC85
Vicia sativa,30TTK66
Epilobium brachycarpum,29SPD93
Juncus hybridus,29SPD89
Veronica anagallis-aquatica,29SQC16
Typha domingensis,29SQD00
Grevillea robusta,29SPD70
Trifolium arvense,30TVN16
Quercus marianica,30STF66
Malva tournefortiana,29TQE26
Mentha pulegium,29SNE41
Lavandula stoechas,29SNB25
Carex acuta,29SQC52
Stipa gigantea,29SNB78
Allium sativum,29SQD00
Narcissus pseudonarcissus,29SQC59
Gagea lusitanica,30SVJ13
Prunus avium,30TTK74
Silene colorata,29SQD00
Lavandula stoechas,29SPD50
Viola arvensis,29SPD46
Rhagadiolus stellatus,29SQC16
Cotoneaster pannosus,29SPD70
Galinsoga quadriradiata,29TQE47
Scolochloa festucacea,30SUJ62
Clavulina cinerea,29SPC72
Salvia verbenaca,29SPC94
Glebionis segetum,30STH73
Stipa iberica,30TVK43
Quercus faginea,29SNC76
Quercus rotundifolia,29SQC06
Bellis perennis,29TPE85
Carex halleriana,29SPC94
Quercus faginea,29SND07
Diplotaxis catholica,29SPD70
Narcissus flavus,29SQD21
Quercus lusitanica,29SND50
Blechnum spicant,29TQE27
Briza maxima,29SQB11
Sporobolus indicus,29SPC93
Artemisia campestris,29SPD70
Erigeron karvinskianus,29TNE49
Trifolium pratense,29TPE85
Iberis ciliata,29SQC63
Vincetoxicum nigrum,30TTK64
Lepidium heterophyllum,30STJ61
Festuca rothmaleri,30TTK75
Lupinus angustifolius,30TUL76
Cerastium brachypetalum,30SWG19
Thymus praecox,30TTK66
Coronilla scorpioides,30STH62
Rubia peregrina,29SQC15
Nasturtium microphyllum,29SQD00
Spergularia rubra,29SQD01
Quercus lusitanica,29SMD92
Viola odorata,29SQD03
Teesdalia coronopifolia,29SPC94
Ruscus hypophyllum,30STF61
Narcissus flavus,29SPC97
Quercus coccinea,30TTK94
Centaurea paniculata,30TTK56
Quercus canariensis,30STF85
Cynodon dactylon,29SQE21
Quercus rubra,30TTK94
Aureoboletus gentilis,29SPC95
Quercus palustris,30TTK94
Smyrnium olusatrum,29SQC07
Marrubium vulgare,29SQC26
Trifolium angustifolium,29SPC98
Typha latifolia,30TTK53
Juncus acutiflorus,29SPC28
Quercus canariensis,29SPC94
Lavandula stoechas,29SNC05
Iris foetidissima,29SPC94
Sherardia arvensis,29SQC16
Taraxacum lacistophyllum,30TTK74
Juglans regia,29SQC31
Rumex acetosa,29SQC12
Capsella bursa-pastoris,29SPC78
Potentilla reptans,29TPE85
Scirpoides holoschoenus,29SQC47
Quercus lusitanica,29SNB34
Narcissus serotinus,29SPD90
Ulmus glabra,29SQB09
Hyacinthoides hispanica,29SPC97
Schenkia spicata,29SPC98
Genista hirsuta,29SPC94
Quercus faginea,29SNC58
Quercus coccinea,30TTK94
Sporobolus montevidensis,29SPB82
Quercus nigra,30TTK94
Quercus pagoda,30TTK94
Quercus robur,30TTK94
Quercus canariensis,29SNB32
Cyperus rotundus,29SQC09
Vitis instabilis,29SPC86
Cynosurus echinatus,30TTK66
Bromus hordeaceus,30TTK66
Lamarckia aurea,29SQD16
Consolida ajacis,30TTK67
Quercus pubescens,29TPF72
Quercus fagineomirbeckii,30STF64
Medicago arabica,29SPD70
Linaria spartea,29SQD01
Thymelaea villosa,29SMD94
Aristolochia paucinervis,30STH62
Cleome violacea,29TQE37
Calendula arvensis,29SQD01
Sherardia arvensis,29SQC05
Salvia rosmarinus,29SQC40
Capsella bursa-pastoris,29SPC39
Silene vulgaris,29SQD00
Salvia verbenaca,29SQC06
Quercus rubra,30TTK94
Asphodelus ramosus,29SPC39
Prunus dulcis,29SQD00
Polypodium interjectum,29SPC94
Asphodelus albus,29SPD46
Stachys arvensis,29TQE38
Teesdalia coronopifolia,30STH67
Anemone palmata,29SQD34
Rhus coriaria,29SQC26
Quercus pyrenaica,30TTK64
Salvia officinalis,30SVG26
Crepis capillaris,29SQD31
Salix babylonica,29SPD70
Medicago minima,29SQC09
Genista florida,30SUJ21
Linaria triornithophora,29TPJ61
Trifolium stellatum,29SQC63
Panicum dichotomiflorum,30TTK74
Poterium hybridum,29SPC94
Daucus carota,29SQC34
Centaurea aristata,29SQC26
Quercus lusitanica,29SND50
Mentha pulegium,29TQE47
Cheirolophus uliginosus,29SPD54
Quercus faginea,30STF85
Eryngium maritimum,29SQA29
Digitalis purpurea,29TPE66
Armeria bigerrensis,30TTK75
Tuberaria lignosa,29TQE16
Solidago virgaurea,29SNC48
Lycoperdon echinatum,30STJ87
Quercus faginea,29SNB23
Cardamine hirsuta,29SQC15
Scrophularia sublyrata,29TPE27
Thymus capitellatus,29SNC10
Sesamoides purpurascens,29SPD58
Quercus macrocarpa,30TTK94
Chloris truncata,29TQE53
Rumex pulcher,29SQD42
Halimium ocymoides,30STJ97
Quercus lusitanica,29SND73
Quercus rotundifolia,29SQC41
Asparagus aphyllus,29SPD70
Quercus infectoria,29SPC94
Quercus faginea,29SND07
Phillyrea angustifolia,29SPC97
Quercus faginea,29SNC58
Ridolfia segetum,29SQC37
Astragalus cicer,29SNC55
Quercus pubescens,31TCG25
Gagea durieui,30SUF76
Quercus faginea,29SPC94
Plantago lanceolata,29SPD57
Atractylis cancellata,29SPC46
Ornithopus compressus,30STJ86
Vicia villosa,29SQD14
Cynosurus echinatus,29TQE37
Ophrys scolopax,29SQC26
Echinochloa colona,30STJ62
Quercus canariensis,30STF66
Quercus bicolor,30TTK94
Ranunculus paludosus,29SPD80
Quercus muehlenbergii,30TTK94
Quercus nigra,30TTK94
Quercus lusitanica,29SNC59
Narcissus cavanillesii,29SPD93
Quercus canariensis,29SNB32
Isoetes duriei,29SPC94
Erophaca baetica,29SQC15
Pilosella officinarum,31TCH32
Frangula alnus,29TPE85
Senecio vulgaris,29SQC06
Quercus faginea,29SNE32
Romulea bulbocodium,29SQC35
Teucrium fruticans,29SQC43
Filago pygmaea,30TTK73
Reseda lutea,29SPC98
Serapias strictiflora,29TQE43
Lolium rigidum,29SQC26
Vulpia bromoides,30TTK94
Gentiana boryi,30TTK66
Vitis vinifera,29SPC96
Thymelaea procumbens,29TQE16
Linaria triornithophora,29SPD54
Sisymbrium irio,30TYL44
Helichrysum luteoalbum,30TTK53
Genista hirsuta,29SNB33
Periballia minuta,30TTK94
Teucrium scorodonia,30TTK55
Quercus senneniana,30TWK79
Isoetes histrix,29SQC05
Quercus coccifera,29SPD80
Quercus shumardii,30TTK94
Polystichum setiferum,29TPE85
Linaria oblongifolia,29SQD11
Hyparrhenia hirta,29SQC41
Quercus faginea,30SUJ20
Quercus lusitanica,29SNB34
Quercus rotundifolia,29SQD13
Erigeron bonariensis,30SWJ91
Quercus pubescens,30TXN14
Petroselinum crispum,29SQD00
Hyparrhenia hirta,29SQC19
Helianthemum hirtum,29SQC18
Teesdalia coronopifolia,30SUJ01
Isoetes histrix,29SPD64
Digitalis purpurea,29TPE95
Micropyrum tenellum,29TPE85
Alyssum granatense,30STH58
Myrtus communis,30SUJ13
Corrigiola litoralis,29SPD70
Erigeron sumatrensis,29TNE24
Achillea millefolium,30TTK76
Lythrum salicaria,29SQD00
Phillyrea angustifolia,29SQC41
Cupressus arizonica,29SPD70
Cirsium arvense,30STJ63
Quercus faginea,29SPC94
Quercus lyrata,30TTK94
Narcissus alentejanus,29SPD81
Quercus michauxii,30TTK94
Fumaria bastardii,30TTK43
Sherardia arvensis,29SPD70
Viola arvensis,30TTK43
Jacobaea vulgaris,29SPD70
Colchicum montanum,29TPE95
Persicaria hydropiper,30TTK56
Daphne gnidium,30SUJ13
Equisetum ramosissimum,29SQA29
Glandora prostrata,29TQE37
Artomyces pyxidatus,30STJ87
Osmunda regalis,29SPD54
Hygrocybe calciphila,29SPC72
Galactites tomentosa,29SQC06
Quercus broteroi,29SPC96
Cupressus sempervirens,29SPD70
Chamaemelum fuscatum,29SQD21
Lotus pedunculatus,30TTK74
Quercus alba,30TTK94
Moraea sisyrinchium,29SPC17
Erophaca baetica,30SUJ07
Lathyrus angulatus,29SPD70
Quercus pyrenaica,30TTL76
Nymphaea alba,29SPD81
Juncus acutiflorus,30STK81
Asplenium onopteris,29SPC94
Cleonia lusitanica,29SQC15
Centaurea amblensis,30TTL74
Typha domingensis,29SPD76
Digitaria ciliaris,29SQD27
Rhaponticum coniferum,30STH42
Quercus robur,29TPG11
Prunus persica,30TTK94
Cistus populifolius,30SUH08
Montia fontana,30STJ76
Lavandula stoechas,29SNB25
Allium sativum,29SQD00
Ruscus aculeatus,30STJ86
Stachys arvensis,30STH57
Moraea sisyrinchium,29SQC31
Avena sterilis,29SPD70
Quercus canariensis,30STF53
Solidago virgaurea,29SNC48
Avena byzantina,29SQD11
Potamogeton trichoides,29SQC16
Trifolium repens,29SPD70
Quercus faginea,29SPE42
Quercus phellos,30TTK94
Arnoseris minima,30TTK75
Quercus montana,30TTK94
Galium album,30STJ97
Euphorbia segetalis,29SMD93
Fumaria agraria,30STJ60
Quercus rosacea,30TTK94
Centaurea avilae,30TTK75
Quercus macrocarpa,30TTK94
Diplotaxis catholica,29TQE53
Silene vulgaris,30STJ86
Quercus faginea,29SPC94
Fumaria bastardii,30SUH08
Quercus suber,29SND07
Quercus lusitanica,29SNB28
Aegilops geniculata,29SPD70
Quercus phellos,30TTK94
Juncus acutus,29SPB41
Cistus ladanifer,30SUJ13
Anchusa puechii,29SPD93
Mercurialis annua,29SQC05
Quercus faginea,29SNC32
Origanum vulgare,30SUJ13
Pterospartum tridentatum,29SPC50
Quercus pyrenaica,29SQC04
Asplenium trichomanes,29TQE27
Eriophorum angustifolium,31TCH22
Sempervivum arachnoideum,31TCH22
Quercus phellos,30TTK94
Umbilicus heylandianus,29TPE85
Heteranthera reniformis,29SQD01
Alchemilla serratisaxatilis,30TTK66
Lathyrus sphaericus,30STH57
Helichrysum luteoalbum,29TQE16
Helichrysum stoechas,29SNB61
Olea europaea,29SQC07
Quercus faginea,30SWJ98
Juncus tenageia,29SNC48
Quercus robur,29SMD86
Erica arborea,29TPE17
Crataegus monogyna,29SQC34
Typha latifolia,29TPE85
Reseda lutea,30TVN35
Quercus robur,30TTK94
Rubus caesius,30TTK56
Typha latifolia,29TPE85
Agaricus porphyrizon,29SPC72
Narcissus flavus,29SQC35
Dioscorea communis,29TQE05
Melilotus albus,30TTL76
Typha domingensis,29SQD00
Quercus cerrioides,30TXN14
Quercus faginea,29SMD60
Quercus pubescens,31TCG84
Rhododendron ponticum,30STF61
Cistus inflatus,29TQE16
Weigela florida,29SPD70
Fumaria bastardii,29SPC29
Lobularia maritima,29SMC85
Quercus pacensis,29SPC94
Stipa offneri,30TXL03
Adenocarpus hispanicus,30TTK55
Trifolium spumosum,29SQC06
Serapias lingua,29SQD41
Hypericum perforatum,29SQC15
Ranunculus muricatus,29SPC94
Dianthus lusitanus,29TQE37
Quercus faginea,29SNC30
Dactylorhiza elata,30TTK66
Bougainvillea glabra,29SPD70
Rumex acetosa,30TTK56
Santolina oblongifolia,30TTK66
Chamaemelum fuscatum,29SNC87
Vicia sativa,30STJ97
Mantisalca salmantica,29SPC94
Quercus incana,30TTK94
Trifolium cherleri,30STH88
Myrtus communis,29SQC04
Urtica urens,30STH73
Orobanche gracilis,29SQD10
Plantago coronopus,30STH73
Oxybasis urbica,29SQD00
Cephalanthera longifolia,30STJ97
Helminthotheca echioides,29TPE17
Veronica arvensis,30STJ97
Quercus canariensis,29SPC94
Misopates orontium,29SPC96
Ranunculus arvensis,29SQC44
Teucrium haenseleri,30STH33
Cruciata pedemontana,30TTK66
Echium salmanticum,30TTK75
Quercus coccifera,29SQE51
Consolida orientalis,30TXL91
Quercus canariensis,30SWG09
Athyrium distentifolium,30TTK74
Chaenomeles japonica,29SPD70
Quercus faginea,30STF84
Malcolmia littorea,29SQA29
Quercus pyrenaica,30TTK56
Eleusine tristachya,29SPD70
Echium creticum,30TTK56
Orchis anthropophora,29TNE45
Centaurium erythraea,30TTK56
Poterium verrucosum,30STJ70
Lamium amplexicaule,29SPC29
Vulpia delicatula,30TTK75
Acer negundo,29SPD70
Quercus palustris,30TTK94
Sixalix atropurpurea,29SQC44
Plantago lanceolata,30TUL76
Ranunculus sceleratus,29SPD90
Parnassia palustris,30TTK66
Craterellus cornucopioides,29SPC95
Protostropharia semiglobata,29SPC72
Salvia sclarea,29SPD80
Corrigiola litoralis,29SPC98
Petrosedum forsterianum,29SNB32
Mercurialis annua,29SQC06
Prospero autumnale,29SPD51
Erophaca baetica,29SNB13
Narcissus flavus,29SPC39
Amelanchier ovalis,30TXN73
Quercus faginea,29SPC94
Raphanus raphanistrum,29SQC14
Quercus suber,30STK41
Quercus lusitanica,29SND73
Linaria amethystea,29SPD70
Quercus pyrenaica,30TTK73
Quercus lusitanica,29SMD92
Equisetum arvense,29TQH35
Quercus petraea,30TTK94
Potentilla cinerea,30TXK28
Centaurea amblensis,30TUL41
Ortegia hispanica,30TTK54
Rumex bucephalophorus,30STH68
Quercus shumardii,30TTK94
Geranium purpureum,29SQC06
Poterium verrucosum,30STJ70
Glebionis segetum,29SNB21
Ipomoea indica,29SQD10
Serapias lingua,29SQD41
Echinaria capitata,29SQC45
Schenkia spicata,29SPC98
Sonchus oleraceus,30SUH08
Jasione crispa,30TTK66
Eleocharis palustris,29SPD93
Andryala integrifolia,30TUK49
Arrhenatherum album,30TTK66
Viola kitaibeliana,29TPE85
Carex riparia,29SPD92
Luzula lactea,30TYN32
Solidago virgaurea,30TTK66
Vicia sativa,30TUN76
Plantago coronopus,29SQA43
Phlomis herba-venti,30TXN92
Melica ciliata,30TTK86
Pinus brutia,30STJ84
Quercus shumardii,30TTK94
Rhus coriaria,29SQC25
Lactuca viminea,29SQD11
Erigeron floribundus,30TVN09
Tribulus terrestris,31SDD57
Asplenium onopteris,29SPC94
Quercus firmurensis,30TTK73
Stereum hirsutum,30STJ87
Origanum vulgare,30TTK56
Linaria amethystea,29SQC06
Gagea elliptica,30SUJ22
Veronica chamaedrys,30TXN56
Russula rubroalba,30STJ87
Vitis gmelinii,29SQC04
Cistus salviifolius,29TNE54
Quercus nigra,30TTK94
Thymus mastichina,30TTK94
Quercus michauxii,30TTK94
Vulpia myuros,29TPE94
Echinochloa oryzoides,29SQD01
Sinapis alba,29SPD91
Quercus auzandrii,29SQD10
Tulostoma brumale,29SQD00
Lactarius chrysorrheus,29SPC95
Narcissus jonquilla,30STK71
Glandora prostrata,29SND38
Quercus robur,30SUJ21
Prunus cerasifera,29SPD70
Diplotaxis catholica,29SQD00
Carduus platypus,30TTK66
Viscum album,30TYN22
Vincetoxicum nigrum,30TXN53
Aquilegia vulgaris,30TTK66
Scrophularia frutescens,29SQA29
Alcea rosea,29SQD00
Salix salviifolia,30TTK53
Cichorium intybus,29SPD70
Iris planifolia,29SQD21
Quercus faginea,29SND93
Ipomoea purpurea,30TTK54
Paralepista flaccida,30STJ87
Potamogeton nodosus,30STJ71
Quercus pubescens,31TCG25
Solanum laciniatum,29SQD00
Quercus macrocarpa,30TTK94
Bidens frondosa,29SPD70
Quercus michauxii,30TTK94
Antirrhinum hispanicum,30SVF49
Montia fontana,30TTK95
Quercus lusitanica,29SND84
Festuca gredensis,30TTK75
Coleostephus myconis,29SPC72
Quercus pyrenaica,30TTK56
Ortegia hispanica,30TTK66
Quercus infectoria,29SPC94
Asplenium onopteris,29TPE75
Rhagadiolus edulis,29SQC21
Quercus phellos,30TTK94
Myosotis ramosissima,30TTK64
Thymus mastichina,29SQC63
Micropyrum tenellum,29SQC31
Paeonia officinalis,30TTK74
Trifolium campestre,30TTK64
Quercus canariensis,29SPB01
Sherardia arvensis,29SQC16
Ulex parviflorus,29SPC86
Pinus pinaster,29TNE54
Oeosporangium tinaei,29SQC57
Euphorbia helioscopia,29SPC78
Doronicum carpetanum,30TTK66
Thymelaea hirsuta,30SVF26
Juncus inflexus,30TTK66
Sonchus tenerrimus,29SPD70
Fumana thymifolia,29SNB40
Sideritis hyssopifolia,30TYN33
Lentinellus micheneri,29SPC72
Quercus rotundifolia,29SQC59
Alnus glutinosa,29SPD70
Carlina corymbosa,30SUJ13
Quercus faginea,29SND70
Cystopteris fragilis,30TTK75
Trifolium pallescens,31TDG39
Acer negundo,30TTK93
Stachys arvensis,29SPB34
Solidago virgaurea,30TTK66
Daucus setifolius,29SQD21
Dactyloctenium aegyptium,30SYH25
Hypochaeris radicata,29TPE16
Hedera helix,29SQC41
Blackstonia perfoliata,29TNE39
Quercus velutina,30TTK94
Matthiola fruticulosa,29SQD21
Phillyrea angustifolia,30SUJ22
Lobularia maritima,30SUF35
Schinus molle,29SPD70
Asplenium trichomanes,29TPE85
Poa supina,29SQC15
Himantoglossum robertianum,29SPD10
Erica tetralix,30TTK66
Russula odorata,29SPC95
Rhamnus alaternus,29SND38
Narcissus bulbocodium,29SPC94
Senecio vulgaris,29SQC24
Veronica polita,30TTK64
Gagea lusitanica,29SQC24
Eryngium campestre,30TVM28
Helianthus pauciflorus,29SPD80
Quercus phellos,30TTK94
Tanacetum vulgare,30TTK74
Quercus canariensis,29SQC41
Typha domingensis,29SQD00
Elaeagnus pungens,29SPD70
Euonymus japonicus,29SPD70
Bupleurum falcatum,30TVM28
Quercus faginea,29SQC41
Quercus canariensis,30SWJ77
Diplachne fusca,29SQE32
Callitriche brutia,29SPD81
Taraxacum cordatum,29SQD31
Silene suecica,30TYN41
Daucus crinitus,29SPD50
Gagea soleirolii,30TTK75
Dorycnium pentaphyllum,30TVM28
Mentha cervina,29SPD82
Thymus pulegioides,30TUK27
Quercus faginea,30TWK76
Rhamnus oleoides,29SPC97
Fumaria officinalis,30TTK94
Vicia narbonensis,29SPC97
Quercus laurifolia,30TTK94
Gagea durieui,30SUF47
Mentha suaveolens,29SPC56
Quercus phellos,30TTK94
Crocus carpetanus,30TTK66
Geranium lucidum,30TWM92
Arrhenatherum elatius,30TTK66
Vitis gmelinii,29SPC94
Quercus michauxii,30TTK94
Clinopodium nepeta,29SPC94
Narcissus serotinus,29SPC98
Campanula lusitanica,29TPE85
Arabis nova,29SQC06
Polypodium cambricum,29SQC06
Astraeus hygrometricus,29SQD00
Ranunculus peltatus,29SPD81
Chamaemelum fuscatum,29SQD00
Lactuca saligna,30TUL69
Helvella monachella,29SPC95
Quercus velutina,30TTK94
Scleranthus annuus,30TTK84
Juncus acutus,30STJ40
Foeniculum vulgare,31SEE92
Juniperus oxycedrus,29SQC57
Calendula arvensis,29SPC94
Quercus pubescens,31TCG25
Tuberaria guttata,30TTK66
Quercus texana,30TTK94
Trametes trogii,29SPC95
Narcissus bulbocodium,29SQD26
Cotoneaster horizontalis,29SPD70
Quercus trabutii,30SXJ09
